chapter,q_type,text,options,answer
第三章 习题-副本,单选题,14 《中国共产党党章》明确规定，中国共产党是中国工人阶级的先锋队，同时是( )。,A、 中华民族的先锋队||B、 中国新阶层的先锋队||C、 中国人民和中华民族的先锋队||D、 中国人民的先锋队,C
第三章 习题-副本,多选题,1 中国特色社会主义之所以是社会主义，究其根本就在于( )。,A、 坚持科学社会主义基本原则||B、 坚持中国共产党的领导||C、 坚持按劳分配||D、 坚持社会主义市场经济体制,AB
第三章 习题-副本,多选题,2 中国共产党是中国特色社会主义事业的( )。,A、 发动者||B、 推动者||C、 开创造||D、 引领者,BCD
第三章 习题-副本,多选题,3 党的领导是做好党和国家各项工作的根本保证，是我国( )的根本点，绝对不能有丝毫动摇。,A、 社会稳定||B、 民族团结||C、 经济发展||D、 政治稳定,ABCD
第三章 习题-副本,多选题,4 党章规定的民主集中制要求( )。,A、 党员个人服从党的组织||B、 全党各个组织和全体党员服从党的全国代表大会和中央委员会||C、 少数服从多数||D、 下级组织服从上级组织,ABCD
第三章 习题-副本,多选题,5 坚持和加强党的全面领导，使党的( )显著增强.,A、 政治领导力||B、 思想引领力||C、 社会号召力||D、 群众组织力,ABCD
第三章 习题-副本,多选题,6 坚持和完善党的领导，是( )。,A、 中国特色社会主义制度的最大优势||B、 党和国家的根本所在、命脉所在||C、 中国特色社会主义最本质的特征||D、 全国各族人民的利益所在、幸福所在,ABCD
第三章 习题-副本,多选题,7 中国共产党领导是中国特色社会主义最本质的特征，( )。,A、 这是在近代以来中国历史发展中形成的||B、 这是由中国最广大人民根本利益决定的||C、 这决定了中国特色社会主义其他特点和特征||D、 这是实现中华民族伟大复兴历史任务决定的,ABCD
第三章 习题-副本,多选题,8 全面加强党的领导，( )。,A、 胜利实现了全面建成小康社会的战略目标||B、 开启了全面建设社会主义现代化国家新征程。||C、 在反腐败、脱贫攻坚等重大斗争中，党的全面领导的优势得到充分彰显||D、 使我们有效应对严峻复杂的国际形势和接踵而至的巨大风险挑战||E、 有力推进了党和国家各项事业的顺利发展,ABCDE
第三章 习题-副本,多选题,9 党是最高政治领导力量，这是由我国( )和( )所决定的。,A、 经济基础||B、 经济制度||C、 国体政体||D、 国家性质,CD
第三章 习题-副本,多选题,10 确保党始终总揽全局、协调各方，必须增强政治意识( )，自觉维护党中央权威和集中统一领导，自觉在思想上政治上行动上同党中央保持高度一致。,A、 中心意识||B、 核心意识||C、 大局意识||D、 看齐意识,BCD
第三章 习题-副本,填空题,1 ____是实现中华民族伟大复兴的根本保证。,,中国共产党领导
第三章 习题-副本,填空题,2 ____是坚持和发展中国特色社会主义的必由之路，____是实现中华民族伟大复兴的必由之路。,,坚持党的全面领导 中国特色社会主义
第三章 习题-副本,填空题,3 ____是我国最高政治领导力量，党的领导制度在我国国家政治制度体系中居于统领地位.,,中国共产党
第三章 习题-副本,填空题,4 党的领导必须是____、 ____、整体的，必须体现到经济建设、政治建设、文化建设、社会建设、生态文明建设等各方面。,,全面的 系统的
第三章 习题-副本,判断题,1 坚持和完善党的领导，是党和国家的根本所在、命脉所在，是全国各族人民的利益所在、幸福所在。,,对
第三章 习题-副本,判断题,2 把党的领导制度作为我国的根本领导制度，彰显了我们党的高度制度自觉、制度自信。,,对
第三章 习题-副本,判断题,3 党的领导是全面的，所以，党组织包揽包办一切事情。,,错
第三章 习题-副本,判断题,4 坚持党总揽全局、协调各方的领导核心地位，是党作为最高政治力量在治国理政中的必然要求。,,对
第三章 习题-副本,判断题,5 中国共产党的自身优势是中国特色社会主义制度优势的主要来源。,,对
第三章 习题-副本,判断题,6 历史充分证明，没有中国共产党，就没有新中国，就没有中华民族伟大复兴，历史和人民选择了中国共产党。,,对
第三章 习题-副本,判断题,7 贯彻新发展理念，是新时代我国发展壮大的必由之路，全面从严治党是党永葆生机活力、走好新的赶考之路的必由之路。,,对
第三章 习题-副本,判断题,8 党的全面领导既坚持党的集中统一领导原则，坚持党是最高政治领导力量，又坚持民主集中制、发扬党内民主，坚持党的领导与人民当家作主、依法治国有机统一。,,对
第三章 习题-副本,判断题,9 坚持党中央权威和集中统一领导，就可以不讲民主集中制。,,错
第三章 习题-副本,判断题,10 加强和维护党中央权威和集中统一领导，是全党共同的政治责任，是党和国家事业发展的必然要求。,,对
第四章 习题-副本,单选题,1 新时代要坚持以人民为中心，在推动社会全面进步中促进( )的全面发展。,A、 文化||B、 人||C、 政治||D、 经济,B
第四章 习题-副本,单选题,2 我们党讲宗旨，讲了很多话，但说到底还是( )这句话。,A、 群众路线是根本工作路线||B、 为人民服务||C、 以人民为中心||D、 坚持人民主体地位,B
第四章 习题-副本,单选题,3 ( )是贯彻群众路线的有效途径。,A、 把人民对美好生活作为奋斗目标||B、 调查研究||C、 以人民为中心||D、 构建新发展格局,B
第四章 习题-副本,单选题,4 我们党的最大政治优势是( )。,A、 走中国特色社会主义道路||B、 党领导一切||C、 密切联系群众||D、 人多力量大,C
第四章 习题-副本,单选题,5 ( )是新时代坚持和发展中国特色社会主义的根本立场，是贯穿党治国理政全部活动的一条红线。,A、 把马克思主义基本原理与中国实际相结合||B、 “五位一体”总体布局||C、 坚持以人民为中心||D、 坚持和发展中国特色社会主义,C
第四章 习题-副本,单选题,6 中国共产党区别于其他政党的显著标志是( )。,A、 人民立场||B、 实事求是||C、 促进高质量发展||D、 深化改革,A
第四章 习题-副本,单选题,7 ( )是社会主义的本质要求，是中国式现代化的重要特征。,A、 解决社会主要矛盾||B、 共同富裕||C、 人民主体地位||D、 社会和谐,B
第四章 习题-副本,单选题,8 党执政后的最大危险是( )。,A、 改革出问题||B、 脱离群众||C、 消极腐败||D、 没有坚持公有制的主体地位,B
第四章 习题-副本,单选题,9 ( )是党的工作的最高裁决者和最终评判者。,A、 国务院||B、 党中央||C、 实践||D、 人民,D
第四章 习题-副本,单选题,10 ( )始终是党的生命线和根本工作路线，是我们党永葆青春活力和战斗力的重要传家宝。,A、 群众路线||B、 经济路线||C、 人民立场||D、 政治立场,A
第四章 习题-副本,单选题,11 ( )是立党为公、执政为民的本质要求。,A、 政治立场||B、 贯彻新发展理念||C、 实现高质量发展||D、 为民造福,D
第四章 习题-副本,单选题,12 实现全体人民共同富裕的宏伟目标，最终靠的是( )。,A、 人||B、 发展||C、 实干||D、 奋斗,B
第四章 习题-副本,单选题,13 邓小平指出:“社会主义最大的优越性就是( )，这是体现社会主义本质的一个东西。”,A、 办事效率高||B、 党的领导||C、 共同富裕||D、 走和平发展道路,C
第四章 习题-副本,单选题,14 ( )是党执政的最大底气，也是党执政最深厚的根基。,A、 物质基础雄厚||B、 人民||C、 实现共产主义理想||D、 有丰富经验,B
第四章 习题-副本,多选题,1 坚持以人民为中心的发展思想，要( )。,A、 坚持和贯彻党的群众路线||B、 推动全体人民共同富裕取得更为明显的实质性进展。||C、 总结、概括人民群众实践中形成的新鲜经验||D、 把以人民为中心的发展思想切实贯穿到党和国家事业各方面,ABCD
第四章 习题-副本,多选题,2 实现共同富裕 ，( )。,A、 这不仅是经济问题，而且是关系党的执政基础的重大政治问题||B、 这是解决我国发展不平衡不充分问题的现实需要||C、 这是中国特色社会主义的本质要求||D、 这是中国式现代化的重要特征||E、 要处理好先富和共富的关系,ABCDE
第四章 习题-副本,多选题,3 党依靠人民，推进( )走出一条中国特色社会主义道路。,A、 社会主义现代化国家||B、 全面建成小康社会||C、 社会主义现代化建设||D、 改革开放,CD
第四章 习题-副本,多选题,4 对“江山就是人民、人民就是江山”的理解是( )。,A、 人民是我们党的生命之根、执政之基、力量之源||B、 这是由我们党的性质、宗旨决定的||C、 闪耀着历史唯物主义的真理光芒||D、 充分说明我国国体政体的人民性,ABCD
第四章 习题-副本,多选题,5 党依靠人民，从小到大、从弱到强，打败了强大的内外敌人，取得了新民主主义革命胜利，实现了( )，建立了中华人民共和国。,A、 人民解放||B、 国家富强||C、 民族独立||D、 人民幸福,AC
第四章 习题-副本,多选题,6 党依靠人民，推动党和国家事业( )，推动中国特色社会主义进入新时代。,A、 取得历史性成就||B、 发生历史性变革||C、 经济社会发展||D、 人民生活更加富裕,AB
第四章 习题-副本,多选题,7 以人民为中心是我们党( )的生动体现，是全心全意为人民服务的时代彰显。,A、 立党为公||B、 执政为民||C、 落实群众路线||D、 坚持宗旨原则,AB
